,id,T,formula,database,zT_pred,zT_std
3740,411861,1000,As4Br6Hg6Sn,ICSD,1.50772,0.484189
59589,75959,1000,ClSe2Tl5,ICSD,1.50674,0.481098
4649,7209401,1000,Au2CaGe2,COD,1.50569,0.666074
11292,411521,1000,Br3Hg3Sb2Tl,ICSD,1.50555,0.492822
3735,33700,1000,As4Bi2Br12Hg9,ICSD,1.5046,0.462108
11637,411771,1000,BrCuHgSe,ICSD,1.50457,0.481922
10982,616956,1000,BiPdSe,ICSD,1.5037,0.470217
69436,95237,1000,Ge2Hg3K2Se8,ICSD,1.50309,0.546162
10184,410740,1000,Bi14I12IrSi2,ICSD,1.50285,0.410921
77588,78788,1000,NaPt2Se3,ICSD,1.50029,0.61914
5249,1510206,1000,AuKSe2,COD,1.50025,0.6566
10233,58764,1000,Bi2CdSr,ICSD,1.50017,0.605555
25,391132,1000,Ag2As4Hg7I6,ICSD,1.50008,0.469334
4921,427220,1000,Au5CsGa9,ICSD,1.49879,0.502713
63829,1525117,1000,CuHg2Zr,COD,1.49861,0.571599
81472,651896,1000,Se2SmTl,ICSD,1.49781,0.65033
4852,7209416,1000,Au3LiSn4,COD,1.49691,0.475863
63677,152515,1000,CuGdPbSe3,ICSD,1.49639,0.621244
72360,89018,1000,HgRbSbSe3,ICSD,1.49627,0.597507
80082,648427,1000,Pb2Rh3Se2,ICSD,1.49583,0.491992
72129,4324134,1000,HfSe4Tl4,COD,1.49445,0.500132
63096,601653,1000,Cu2Te2Tl,ICSD,1.49384,0.488397
4816,4329714,1000,Au3CsGa2,COD,1.4937,0.620985
1030,1509557,1000,AgTeTl,COD,1.49358,0.467474
10936,616878,1000,BiNiSe,ICSD,1.49271,0.465366
78260,646211,1000,Ni3Pb2Se2,ICSD,1.49264,0.478551
10975,1531358,1000,BiPPb2,COD,1.49239,0.515023
64250,82561,1000,CuSe3TlZr,ICSD,1.49203,0.538469
77675,2208193,1000,Nb2Se11Tl4,COD,1.49169,0.485044
10534,415130,1000,Bi4Br4Ga,ICSD,1.49142,0.434226
4720,4308152,1000,Au2In2Sr,COD,1.49113,0.646173
11444,1010211,1000,Br5Pb2Rb,COD,1.49073,0.55032
4953,55545,1000,Au6In5Na2,ICSD,1.49031,0.552192
4832,4329713,1000,Au3Ga2Rb,COD,1.49015,0.609435
72221,83633,1000,Hg3Rb2Te4,ICSD,1.48952,0.658367
81479,652075,1000,Se2TlY,ICSD,1.48938,0.616386
64248,28743,1000,CuSe2Tl,ICSD,1.4893,0.467479
4615,4339495,1000,Au10Ca4In3,COD,1.48891,0.627151
81475,106990,1000,Se2TbTl,ICSD,1.48864,0.641484
10429,261457,1000,Bi2Pd3Se2,ICSD,1.48858,0.458439
4891,4336567,1000,Au4Ga2Na,COD,1.48853,0.569422
4519,1527777,1000,AsPb2Pd3,COD,1.48826,0.487271
70272,4000661,1000,GeMnTe4Tl2,COD,1.48811,0.46589
72128,7019864,1000,HfSe3Tl2,COD,1.48797,0.545841
80524,649354,1000,PrSe2Tl,ICSD,1.48749,0.644722
570,411773,1000,AgBrHgS,ICSD,1.4873,0.651256
10675,171726,1000,BiBrCdSe2,ICSD,1.48696,0.456193
56056,619327,1000,CaGe2Pt2,ICSD,1.48665,0.651777
73305,187206,1000,In7Pt2Pu,ICSD,1.48653,0.484321
57863,622133,1000,CeSe2Tl,ICSD,1.48388,0.629895
4785,427711,1000,Au2Sn2Sr,ICSD,1.48347,0.644739
76585,4000662,1000,MnSnTe4Tl2,COD,1.48322,0.463034
62884,656152,1000,Cu2HgSiTe4,ICSD,1.48307,0.486893
78085,106988,1000,NdSe2Tl,ICSD,1.48299,0.649259
4811,4304962,1000,Au3CaGa,COD,1.4829,0.622821
3998,240354,1000,AsBrCdHg,ICSD,1.48288,0.452157
10767,75128,1000,BiCuOSe,ICSD,1.48249,0.645795
62874,81554,1000,Cu2Hf3Se8Tl2,ICSD,1.48197,0.614435
10691,171727,1000,BiCdISe2,ICSD,1.48184,0.461141
3803,410814,1000,As4Hg7I6Sn,ICSD,1.48148,0.466319
69315,636407,1000,GdSe2Tl,ICSD,1.48144,0.656965
10551,616588,1000,Bi4Cu4Mn3,ICSD,1.48135,0.57503
68096,604005,1000,Ga20Pt11U4,ICSD,1.48124,0.545742
10644,72976,1000,Bi8K2Se13,ICSD,1.48045,0.516299
10768,187824,1000,BiCuOTe,ICSD,1.47976,0.673309
81632,416310,1000,SiTe3Tl3,ICSD,1.47899,0.484342
11548,420139,1000,Br7Hg6InSb4,ICSD,1.47792,0.478763
11429,237340,1000,Br5Hg6Se4Tl,ICSD,1.47751,0.483109
4990,416287,1000,AuBi8Br9Sb,ICSD,1.47721,0.443018
56825,4000657,1000,CdGeTe4Tl2,COD,1.4763,0.449998
126,413300,1000,Ag2HgI2S,ICSD,1.47502,0.579681
62844,656155,1000,Cu2GeHgTe4,ICSD,1.47415,0.46743
4837,7209414,1000,Au3GeNa,COD,1.47363,0.63081
80543,192269,1000,Pt11Sn12Sr6,ICSD,1.47337,0.633267
10632,1518091,1000,Bi7Cs3Se12,COD,1.47262,0.572098
64283,629347,1000,CuTe3Tl4,ICSD,1.47244,0.446963
70424,2595,1000,GePtSe,ICSD,1.47197,0.478371
10170,426891,1000,Bi12Cl2Rh3,ICSD,1.47101,0.506472
81514,600250,1000,Se4TaTl3,ICSD,1.47085,0.530481
11437,9016685,1000,Br5NPb2,COD,1.47078,0.490205
4844,245679,1000,Au3In3Sr,ICSD,1.47056,0.562294
3204,416973,1000,As2CdHg4I4,ICSD,1.46975,0.481016
74662,69438,1000,KPt2Se3,ICSD,1.46892,0.659564
4973,249661,1000,Au9In13Sr4,ICSD,1.46814,0.564693
10201,406950,1000,Bi24Br20Ru3,ICSD,1.46712,0.442168
62885,656158,1000,Cu2HgSnTe4,ICSD,1.46708,0.461232
10288,656844,1000,Bi2CuU,ICSD,1.46682,0.612023
10631,406636,1000,Bi7Br8Rh,ICSD,1.46646,0.447596
10641,4002338,1000,Bi8Cs2Se13,COD,1.46608,0.53699
11706,24706,1000,BrHg2N,ICSD,1.46598,0.571332
10838,415138,1000,BiIMnSe2,ICSD,1.46559,0.515827
4697,4336565,1000,Au2Ga4Na,COD,1.46539,0.571376
72367,247764,1000,HgSe4SnTl2,ICSD,1.46505,0.43881
63819,1525116,1000,CuHfHg2,COD,1.46498,0.560826
10978,9012390,1000,BiPbPd2,COD,1.46491,0.449298
3738,411676,1000,As4Br16Ga4Hg11,ICSD,1.46478,0.474019
5215,107505,1000,AuIn2Na,ICSD,1.46472,0.600527
57030,7222183,1000,CdSbTl,COD,1.46443,0.448849
81355,76499,1000,Sb2TlZn2,ICSD,1.4643,0.455324
11254,28312,1000,Br3CsPb,ICSD,1.46366,0.642166
70109,4000659,1000,GeHgTe4Tl2,COD,1.46349,0.446545
81521,600248,1000,Se4Tl3V,ICSD,1.46338,0.500834
63853,65962,1000,CuI3Tl2,ICSD,1.46316,0.484228
72158,9015189,1000,Hg2IO,COD,1.46115,0.581506
10468,7100873,1000,Bi3CsSe5,COD,1.46098,0.553174
4894,4110908,1000,Au4In2K,COD,1.46097,0.619634
61954,262555,1000,Cs2Pt3Se6U,ICSD,1.45995,0.702874
81507,59171,1000,Se4SiTl4,ICSD,1.45988,0.470057
68467,600554,1000,Ga5PtU,ICSD,1.45966,0.574457
10647,4002337,1000,Bi8Rb2Se13,COD,1.45956,0.533554
10183,412895,1000,Bi14Br16Pd,ICSD,1.4592,0.44225
10210,159465,1000,Bi2BrInSe4,ICSD,1.45912,0.41645
784,54796,1000,AgHgIS,ICSD,1.45779,0.638406
4900,4304501,1000,Au4KSn6,COD,1.45769,0.519234
80387,4313943,1000,PdSrTl2,COD,1.45682,0.642645
61953,33893,1000,Cs2Pt3Se4,ICSD,1.4566,0.672804
5162,156264,1000,AuGaZr,ICSD,1.45657,0.680275
11491,73818,1000,Br6Hg7P4,ICSD,1.45492,0.556062
63070,629124,1000,Cu2Se2Tl,ICSD,1.45491,0.445962
80076,9013781,1000,Pb2Pd3Te2,COD,1.45473,0.484013
10630,1518086,1000,Bi6Se13Sr4,COD,1.45345,0.568551
1006,1509541,1000,AgSe2Tl,COD,1.45259,0.449708
10639,412563,1000,Bi8Ca3Pd4,ICSD,1.45255,0.577483
4899,7209420,1000,Au4KSn2,COD,1.4523,0.609146
81480,106994,1000,Se2TlYb,ICSD,1.45225,0.637819
68864,4000782,1000,GaSe2Tl,COD,1.45203,0.462676
74397,165178,1000,K6Tl17,ICSD,1.45187,0.650128
81478,652071,1000,Se2TlTm,ICSD,1.45149,0.639971
80597,262559,1000,Pt3Rb2Se6U,ICSD,1.45147,0.698603
10349,616770,1000,Bi2LaNi2,ICSD,1.45112,0.610307
10988,616991,1000,BiPtSe,ICSD,1.45108,0.473162
11446,8100034,1000,Br5PdTl3,COD,1.45035,0.472658
4834,611899,1000,Au3Ga8Tb3,ICSD,1.45018,0.617552
80072,1522414,1000,Pb13Rh4Sr3,COD,1.44901,0.625971
7959,425157,1000,Ba2BiGaSe5,ICSD,1.44876,0.629193
10313,616669,1000,Bi2GdNi2,ICSD,1.4484,0.604922
4335,280332,1000,AsHg3ISe4,ICSD,1.44786,0.456468
10237,616562,1000,Bi2CeNi2,ICSD,1.44725,0.606898
4695,190987,1000,Au2Ga2In,ICSD,1.44709,0.526109
4698,2019456,1000,Au2GaMg,COD,1.4462,0.604925
73246,410703,1000,In4Pt3Sr2,ICSD,1.44587,0.62378
11441,80471,1000,Br5OTe7W,ICSD,1.44573,0.510452
11420,1530529,1000,Br5CsHg2,COD,1.44551,0.572488
74373,410090,1000,K5Pb24,ICSD,1.44546,0.632722
64282,81571,1000,CuTe3TiTl,ICSD,1.44546,0.546637
65209,106993,1000,ErSe2Tl,ICSD,1.44543,0.63744
4833,8103438,1000,Au3Ga7Yb,COD,1.44522,0.528322
72249,1531469,1000,Hg4Se6Si,COD,1.44514,0.462346
11546,427005,1000,Br7H2Ir4OSe14,ICSD,1.44472,0.542321
68081,635156,1000,Ga16Pt7Ti6,ICSD,1.44413,0.560819
11715,22138,1000,BrIPb,ICSD,1.44211,0.452271
63875,108380,1000,CuInPt2,ICSD,1.44169,0.496737
11383,35418,1000,Br4KTl,ICSD,1.44144,0.613808
10382,1524228,1000,Bi2Ni3Se2,COD,1.44141,0.491748
11121,88611,1000,Br2CsRe3Se4,ICSD,1.44064,0.711219
5093,611766,1000,AuCu3Sn,ICSD,1.44047,0.447016
8943,416299,1000,BaBi2Pd2,ICSD,1.44019,0.633014
62883,627936,1000,Cu2HgSe4Sn,ICSD,1.4399,0.447074
70191,4000514,1000,GeLaSe4Tl,COD,1.43969,0.537319
4949,426465,1000,Au6Ga3Sr2,ICSD,1.43904,0.636731
64040,4000525,1000,CuNb2Se12Tl3,COD,1.43891,0.475665
56143,619356,1000,CaHg3,ICSD,1.43801,0.608551
56357,5910096,1000,CaPb3,COD,1.43795,0.627109
7894,1511326,1000,BSe3Tl,COD,1.43772,0.541443
68877,1527851,1000,GaTe2Tl,COD,1.4373,0.462697
57035,620451,1000,CdSe2Tl,ICSD,1.43723,0.431587
3055,39931,1000,As10Br18Hg19,ICSD,1.43718,0.462271
59265,1001109,1000,ClCuHgSe,COD,1.43708,0.644758
81487,35042,1000,Se3SiTl2,ICSD,1.43695,0.525533
10454,391191,1000,Bi37Br48In,ICSD,1.43693,0.450627
81459,418476,1000,ScTe2Tl,ICSD,1.43688,0.58452
56569,76500,1000,Cd3Sb3Tl2,ICSD,1.43634,0.447613
555,9011022,1000,AgBiSe2,COD,1.43599,0.427989
72224,4000818,1000,Hg3Se4Tl2,COD,1.43562,0.45721
4003,280331,1000,AsBrHg3Se4,ICSD,1.43557,0.457648
68082,635167,1000,Ga16Pt7Zr6,ICSD,1.43525,0.55178
10486,423016,1000,Bi3IIn2Se7,ICSD,1.43496,0.421012
4707,7209408,1000,Au2Ge2Sr,COD,1.43471,0.690155
69373,189911,1000,Ge12Pt4Th,ICSD,1.43392,0.54844
10176,405639,1000,Bi12I3Ni4,ICSD,1.43305,0.417378
61472,1528242,1000,CrI6Tl4,COD,1.43278,0.501498
65243,416378,1000,Eu2Ga9Ir3,ICSD,1.43245,0.574593
4729,1510427,1000,Au2InSc,COD,1.4322,0.62792
77583,5910101,1000,NaPb3,COD,1.43218,0.636226
57041,4000658,1000,CdSnTe4Tl2,COD,1.43155,0.424687
68441,1523753,1000,Ga5IrU,COD,1.43154,0.573121
7579,1511163,1000,BGa8Ir4,COD,1.43138,0.548421
11708,9009816,1000,BrHg3ITe2,COD,1.43127,0.454832
10519,58858,1000,Bi3Sr,ICSD,1.43126,0.614127
80180,648548,1000,PbSe5U2,ICSD,1.43104,0.648602
80555,69439,1000,Pt2RbSe3,ICSD,1.4307,0.664037
10837,423015,1000,BiIIn2Se4,ICSD,1.43033,0.41483
11549,1531988,1000,Br7Hg6Sb5,COD,1.42979,0.457224
11293,63347,1000,Br3Hg8O4,ICSD,1.42975,0.586213
11636,412307,1000,BrCuHgS,ICSD,1.42975,0.643345
782,1509376,1000,AgHg2Ti,COD,1.42928,0.5711
72891,37190,1000,I6K2Pt,ICSD,1.42909,0.64913
72271,1529983,1000,HgI3K,COD,1.42908,0.638386
62882,627935,1000,Cu2HgSe4Si,ICSD,1.42898,0.470083
61651,626736,1000,CrSe2Tl,ICSD,1.42895,0.536626
6313,1510955,1000,B3Se10Tl3,COD,1.42847,0.534238
63828,1525115,1000,CuHg2Ti,COD,1.42822,0.579049
4579,611388,1000,AsSe4Tl3,ICSD,1.42746,0.428357
4885,424033,1000,Au4CaCd2,ICSD,1.4271,0.592873
10652,411135,1000,Bi9Br3Rh2,ICSD,1.42709,0.42891
4897,4339090,1000,Au4In6Rb,COD,1.42638,0.535264
5104,150572,1000,AuCuZn2,ICSD,1.42581,0.501229
63268,68524,1000,Cu3Se2Tl,ICSD,1.42507,0.429767
62753,4030182,1000,Cu14Se10Tl5,COD,1.42495,0.429419
10167,245518,1000,Bi12Br2Rh3,ICSD,1.42493,0.418031
56857,58987,1000,CdHg2Ti,ICSD,1.42461,0.557417
11360,61180,1000,Br4CsTl,ICSD,1.42414,0.619952
11006,61153,1000,BiSe3Sr,ICSD,1.4238,0.593581
8957,7221180,1000,BaBiSe3,COD,1.42373,0.608461
63649,102928,1000,CuGaPt2,ICSD,1.42336,0.486473
3548,418156,1000,As2Pt2Sr,ICSD,1.42332,0.669139
11166,27402,1000,Br2Hg3Te2,ICSD,1.4233,0.454671
1025,7209352,1000,AgTe2Tl3,COD,1.42311,0.433136
5368,612311,1000,AuSe3Tl4,ICSD,1.42283,0.462837
10204,1531067,1000,Bi2Br9Cs3,COD,1.42281,0.63497
4818,1510490,1000,Au3CsSe2,COD,1.42251,0.614168
10974,4307991,1000,BiP2Se6Tl,COD,1.42246,0.513647
62685,69440,1000,CsPt2Se3,ICSD,1.42228,0.668607
10983,70060,1000,BiPdTe,ICSD,1.42193,0.473116
4578,1527527,1000,AsSe3Tl3,COD,1.42186,0.457221
10442,9004849,1000,Bi2Se2Te,COD,1.42152,0.460531
10533,406951,1000,Bi4Br2Ru,ICSD,1.4215,0.445042
72264,1001418,1000,Hg9I6P5,COD,1.42132,0.549087
81799,653098,1000,Te2TlY,ICSD,1.42079,0.623986
3163,82312,1000,As2Br3Hg4,ICSD,1.42057,0.445486
10755,616577,1000,BiCu,ICSD,1.42038,0.495186
5005,2008114,1000,AuBr4K,COD,1.42026,0.627706
80104,1523436,1000,Pb3Sr,COD,1.42006,0.673524
61665,79007,1000,CrTe2Tl,ICSD,1.41993,0.534786
70487,261015,1000,GeSe4Tl4,ICSD,1.41988,0.456501
131,95094,1000,Ag2HgSe4Sn,ICSD,1.41966,0.435328
81540,4316500,1000,Se6TlU2,COD,1.41946,0.63753
10301,600805,1000,Bi2EuSe4,ICSD,1.41939,0.559643
69374,189912,1000,Ge12Pt4U,ICSD,1.41934,0.564866
11165,1532891,1000,Br2Hg3Se2,COD,1.41907,0.467474
5288,54465,1000,AuMnSn,ICSD,1.41878,0.641174
11020,7221256,1000,BiZn,COD,1.41754,0.451824
7955,416445,1000,Ba2Bi4Cd3,ICSD,1.41748,0.611542
1642,417775,1000,Al3Bi5I12,ICSD,1.41693,0.532925
567,8103387,1000,AgBr5Pb2,COD,1.41692,0.438523
10788,4341155,1000,BiEuSe3,COD,1.41692,0.611987
81405,60962,1000,SbSe3Tl3,ICSD,1.41672,0.446057
70485,35043,1000,GeSe3Tl2,ICSD,1.41623,0.456445
2966,7221238,1000,AlSe2Tl,COD,1.41611,0.568129
81464,412581,1000,Se11Ta2Tl4,ICSD,1.41611,0.521197
70502,49658,1000,GeTe3Tl3,ICSD,1.41608,0.444782
4865,1510509,1000,Au3RbSe2,COD,1.41591,0.601484
72202,411153,1000,Hg3I2Se2,ICSD,1.41521,0.457034
4739,1510436,1000,Au2InY,COD,1.41452,0.650414
62843,152761,1000,Cu2GeHgSe4,ICSD,1.41397,0.437798
10554,600866,1000,Bi4Eu3Se9,ICSD,1.41396,0.600043
78472,108642,1000,NiPb,ICSD,1.41381,0.502759
4735,1510432,1000,Au2InTi,COD,1.4129,0.600757
65423,174335,1000,EuGa8Ir2,ICSD,1.41284,0.525509
72868,37099,1000,I4Tl2Zn,ICSD,1.41273,0.488901
73648,640528,1000,InSe2Tl,ICSD,1.41221,0.450775
1024,1509558,1000,AgTe2Tl,COD,1.4113,0.448353
63456,9012535,1000,Cu7Hg6,COD,1.41107,0.510045
80559,78785,1000,Pt2Se3Tl,ICSD,1.41091,0.460467
11414,65285,1000,Br5Cs2Tl,ICSD,1.41086,0.66325
7335,411438,1000,BBr3I3P,ICSD,1.4107,0.610388
81490,1524609,1000,Se3SnTl2,COD,1.41048,0.444301
55634,4334057,1000,Ca3Cd8Pt4,COD,1.41041,0.565816
11470,27694,1000,Br6Cs2Po,ICSD,1.41039,0.635993
6112,1510832,1000,B2Se7Tl2,COD,1.41039,0.530613
3590,411432,1000,As3BiCs4Se7,ICSD,1.40953,0.660939
10680,76649,1000,BiBrSe,ICSD,1.40952,0.477619
960,605653,1000,AgPb4Pd6,ICSD,1.40874,0.470212
80195,1522664,1000,Pd13Tl9,COD,1.40846,0.46222
67934,424710,1000,FePb4Sb6Se14,ICSD,1.40824,0.410597
79953,62230,1000,PPbSe3,ICSD,1.40733,0.51741
10364,603311,1000,Bi2MnSe4,ICSD,1.40724,0.439989
10444,43512,1000,Bi2SeTe2,ICSD,1.4066,0.443038
10487,616725,1000,Bi3In4Pb,ICSD,1.40657,0.42871
68462,600559,1000,Ga5OsU,ICSD,1.40651,0.58513
506,2310025,1000,AgAuZn2,COD,1.40641,0.49335
11250,153603,1000,Br3CsHg,ICSD,1.40636,0.642964
78593,1523258,1000,NiTl,COD,1.40629,0.527205
81671,427738,1000,SmTe6Tl9,ICSD,1.40626,0.441863
10299,604364,1000,Bi2EuPd2,ICSD,1.40617,0.607133
75836,642602,1000,LuSe2Tl,ICSD,1.40571,0.646858
72223,1522353,1000,Hg3Sc,COD,1.40555,0.601887
4708,1510416,1000,Au2Ge2Th,COD,1.40525,0.648798
72259,107482,1000,Hg7K2,ICSD,1.40494,0.650823
63830,413309,1000,CuHgIS,ICSD,1.40482,0.645036
4680,421997,1000,Au2EuGe2,ICSD,1.40433,0.673201
4656,246610,1000,Au2CeGe2,ICSD,1.40398,0.662311
68073,634454,1000,Ga16Ir7Sc6,ICSD,1.40379,0.551751
70501,80292,1000,GeTe3Tl2,ICSD,1.40341,0.451604
3592,75169,1000,As3BrHg2,ICSD,1.40321,0.44439
72148,240039,1000,Hg11K3,ICSD,1.40316,0.647901
81510,80804,1000,Se4SnTl3,ICSD,1.40295,0.464779
62511,88612,1000,CsI3Re6Se8,ICSD,1.40285,0.658559
5010,1510612,1000,AuBrSe,COD,1.40273,0.489409
800,1509393,1000,AgI3Tl2,COD,1.4027,0.477279
69330,427737,1000,GdTe6Tl9,ICSD,1.40233,0.445085
68384,250747,1000,Ga4GePb4Se12,ICSD,1.4023,0.393056
5152,9008926,1000,AuGa,COD,1.40202,0.475483
4706,164729,1000,Au2Ge2Nd,ICSD,1.40199,0.677242
72861,4106340,1000,I4SeTl6,COD,1.40195,0.405518
81491,651938,1000,Se3SnTl4,ICSD,1.40152,0.436516
68074,634458,1000,Ga16Ir7Ti6,ICSD,1.4011,0.540525
68075,634465,1000,Ga16Ir7Zr6,ICSD,1.40096,0.54178
1004,4000527,1000,AgSe27Ti6Tl5,COD,1.40094,0.487212
5205,7209388,1000,AuI3K,COD,1.40063,0.654051
1640,417776,1000,Al3Bi5Br12,ICSD,1.40041,0.539112
56401,5910146,1000,CaTl3,COD,1.39994,0.595063
11371,419826,1000,Br4GaTl,ICSD,1.39978,0.446354
11517,78874,1000,Br6Pb2Pd,ICSD,1.39958,0.428082
11216,1527495,1000,Br2Tl,COD,1.39915,0.456075
11800,75960,1000,BrSe2Tl5,ICSD,1.39889,0.452332
69641,416424,1000,Ge2Pt2Sm,ICSD,1.39869,0.659687
80213,78786,1000,Pd2Se3Tl,ICSD,1.39855,0.446807
80176,261016,1000,PbSe3Tl4,ICSD,1.39852,0.446458
67997,1524708,1000,FeSe2Tl,COD,1.39846,0.509293
10844,2010577,1000,BiISe,COD,1.39824,0.459928
11445,1527625,1000,Br5PbTl3,COD,1.39821,0.455873
553,170640,1000,AgBiP2Se6,ICSD,1.39733,0.532149
11493,1525715,1000,Br6HgTl4,COD,1.3973,0.457369
11390,415203,1000,Br4NbOTl,ICSD,1.39724,0.612301
80423,1523089,1000,PoZn,COD,1.39722,0.479459
72318,7221237,1000,HgNi,COD,1.39703,0.529213
72808,161482,1000,I3PbRb,ICSD,1.39698,0.647625
11342,391171,1000,Br3Tl2,ICSD,1.39682,0.461283
8937,58635,1000,BaBi2Cd,ICSD,1.39675,0.611654
69644,657185,1000,Ge2Pt2U,ICSD,1.39656,0.642589
10762,422827,1000,BiCu4ISe4,ICSD,1.39617,0.483378
68542,658057,1000,Ga9Pt2Yb3,ICSD,1.39612,0.604458
80672,649563,1000,PtSbSe,ICSD,1.39597,0.449702
11231,39808,1000,Br3CdTl,ICSD,1.39546,0.448382
68540,658056,1000,Ga9Pt2Tm3,ICSD,1.3953,0.600562
64858,658055,1000,Er3Ga9Pt2,ICSD,1.39499,0.595761
80307,648842,1000,Pd5SeTl,ICSD,1.39496,0.402108
72369,4000660,1000,HgSnTe4Tl2,COD,1.3948,0.407971
70106,1532042,1000,GeHg2Se4,COD,1.3945,0.442865
65441,416422,1000,EuGe2Pt2,ICSD,1.39326,0.65963
80137,1522494,1000,Pb9Pd13,COD,1.39322,0.487877
5316,150127,1000,AuNi2Sn4,ICSD,1.39311,0.43615
3414,1001415,1000,As2Hg4I3,COD,1.39296,0.425521
72357,262390,1000,HgRb2SnTe4,ICSD,1.39292,0.692863
70018,415756,1000,Ge6Pt4Sm3,ICSD,1.39216,0.656155
4823,611824,1000,Au3Er3Ga8,ICSD,1.39207,0.625092
68612,419824,1000,GaI4Tl,ICSD,1.39199,0.463094
4991,1510365,1000,AuBi9Br9,COD,1.3919,0.446056
11709,109010,1000,BrHgI,ICSD,1.39158,0.46802
4742,1510438,1000,Au2InZr,COD,1.39156,0.607374
11291,417407,1000,Br3Hg2Te,ICSD,1.39123,0.45718
57873,427736,1000,CeTe6Tl9,ICSD,1.39074,0.441049
69645,637662,1000,Ge2Pt2Y,ICSD,1.39074,0.673731
69643,53888,1000,Ge2Pt2Th,ICSD,1.39053,0.667314
69637,637609,1000,Ge2PrPt2,ICSD,1.39012,0.668144
9331,174551,1000,BaGe12Pt4,ICSD,1.38988,0.55893
57046,620548,1000,CdTe2Tl,ICSD,1.3897,0.425793
81809,4000783,1000,Te3Tl2Zr,COD,1.38931,0.511262
68532,658054,1000,Ga9Ho3Pt2,ICSD,1.38928,0.592193
56870,4510235,1000,CdI6Tl4,COD,1.38925,0.457428
3887,62518,1000,As6Pt4Sr,ICSD,1.38919,0.56505
64400,658053,1000,Dy3Ga9Pt2,ICSD,1.38917,0.591446
73130,4302601,1000,In2Pb4Sb4Se13,COD,1.38905,0.404935
69585,53733,1000,Ge2NdPt2,ICSD,1.3889,0.665209
63453,413485,1000,Cu6Sn5Yb3,ICSD,1.38885,0.588063
68343,7221119,1000,Ga3Pt2,COD,1.38884,0.499972
955,605633,1000,AgPPt5,ICSD,1.38846,0.559446
68239,55573,1000,Ga2Pt,ICSD,1.38846,0.495305
68511,635137,1000,Ga7Pt3,ICSD,1.38836,0.493093
68824,635132,1000,GaPt,ICSD,1.38828,0.500416
10453,408138,1000,Bi34Br37Ir3,ICSD,1.38826,0.449388
69951,165822,1000,Ge5Pt3Sm2,ICSD,1.38811,0.637206
68078,635027,1000,Ga16Os7Ti6,ICSD,1.38789,0.539065
79967,647975,1000,PPt5Tl,ICSD,1.38776,0.531887
79966,647972,1000,PPt5Sn,ICSD,1.38762,0.536094
11804,109144,1000,BrTl,ICSD,1.38759,0.449688
80242,649055,1000,Pd2Tl,ICSD,1.38741,0.451928
80090,648361,1000,Pb3Pd5,ICSD,1.38729,0.481174
3868,62519,1000,As6BaPt4,ICSD,1.38721,0.571888
5153,188888,1000,AuGa2,ICSD,1.3872,0.492295
70017,415757,1000,Ge6Pr3Pt4,ICSD,1.38707,0.658701
11376,82788,1000,Br4Hg3Te,ICSD,1.38648,0.454847
72355,185808,1000,HgPt2Se3,ICSD,1.38603,0.464747
7960,425159,1000,Ba2BiGaTe5,ICSD,1.38594,0.630558
55195,77040,1000,CInPt3,ICSD,1.38527,0.633424
81499,652069,1000,Se3Tl2,ICSD,1.38501,0.42977
4914,4315490,1000,Au50Ca13Ge22,COD,1.3849,0.634009
4960,426464,1000,Au6Sr2Zn3,ICSD,1.38459,0.653978
72207,639074,1000,Hg3Li,ICSD,1.38444,0.608582
68344,1523253,1000,Ga3Pt5,COD,1.38431,0.476422
10430,58840,1000,Bi2Pd5,ICSD,1.38423,0.423537
80398,1524515,1000,PdTl2,COD,1.38411,0.463886
65643,7221480,1000,EuPdTl2,COD,1.38406,0.617167
69506,53665,1000,Ge2LaPt2,ICSD,1.38393,0.677754
69102,635774,1000,GdGe2Pt2,ICSD,1.38373,0.66715
4888,426150,1000,Au4CeZn2,ICSD,1.3829,0.603587
76534,1522488,1000,MnPtSn,COD,1.38287,0.661327
10929,616868,1000,BiNi,ICSD,1.38271,0.51012
73542,4000513,1000,InP2Se6Tl,COD,1.38271,0.510602
5087,1510105,1000,AuCsSe3,COD,1.3823,0.655592
10672,424531,1000,BiBr8O2W2,ICSD,1.38206,0.609254
61620,4031247,1000,CrPb2,COD,1.38199,0.581966
11569,203188,1000,Br8Hg2PdRb2,ICSD,1.38197,0.630193
55366,108179,1000,CPt3Sn,ICSD,1.38162,0.628125
11012,617196,1000,BiTeTh,ICSD,1.38156,0.663563
5207,1510186,1000,AuI4K,COD,1.38091,0.635021
11596,402033,1000,Br9Nb3Tl2,ICSD,1.38075,0.559342
10510,616947,1000,Bi3Pd8,ICSD,1.38037,0.419232
10418,78747,1000,Bi2P3Se9,ICSD,1.38035,0.528819
254,1509884,1000,Ag3AuSe2,COD,1.37999,0.388908
68825,1523391,1000,GaPt2,COD,1.37979,0.484215
75606,1522019,1000,LiPbPd2,COD,1.37961,0.680915
2715,419827,1000,AlI4Tl,ICSD,1.37912,0.560718
80655,4343873,1000,Pt8Sb11Sn14,COD,1.3791,0.427184
54726,617925,1000,CGaPt3,ICSD,1.37884,0.620554
11005,617113,1000,BiSe2Tl,ICSD,1.37878,0.417784
57557,61371,1000,CeGe2Pt2,ICSD,1.37792,0.675659
10979,9004224,1000,BiPd,COD,1.37769,0.470797
73826,1529009,1000,IrLiSn4,COD,1.37747,0.554109
