formula,T,0-norm,2-norm,3-norm,5-norm,7-norm,10-norm,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,compound possible,max ionic char,avg ionic char
CuCr0.98Mg0.02O2,700,4,0.610369,0.537551,0.505813,0.501036,0.500089,8,29,21,17.19,9.2419,8,49,87,38,71.845,15.155,87,15.9994,63.546,47.5466,36.7468,20.8718,15.9994,54.8,2180,2125.2,905.558,850.758,54.8,2,16,14,12.23,3.77,16,2,4,2,2.995,0.995,2,66,141,75,100.76,34.76,66,1.31,3.44,2.13,2.60825,0.83175,3.44,1,2,1,1.505,0.49995,2,0,4,4,2,2,4,0,10,10,3.725,3.76225,0,0,0,0,0,0,0,2,11,9,7.23,1.885,6,0,1,1,0.495,0.49995,0,0,2,2,1,1,2,0,5,5,1.225,1.84975,0,0,0,0,0,0,0,0,6,6,2.72,1.6072,2,9.105,22.89,13.785,10.176,1.071,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,119.325,107.325,12,1.505,2,3.725,0,False,0.678329,0.125643
CuCr0.98Mg0.02O2,1000,4,0.610369,0.537551,0.505813,0.501036,0.500089,8,29,21,17.19,9.2419,8,49,87,38,71.845,15.155,87,15.9994,63.546,47.5466,36.7468,20.8718,15.9994,54.8,2180,2125.2,905.558,850.758,54.8,2,16,14,12.23,3.77,16,2,4,2,2.995,0.995,2,66,141,75,100.76,34.76,66,1.31,3.44,2.13,2.60825,0.83175,3.44,1,2,1,1.505,0.49995,2,0,4,4,2,2,4,0,10,10,3.725,3.76225,0,0,0,0,0,0,0,2,11,9,7.23,1.885,6,0,1,1,0.495,0.49995,0,0,2,2,1,1,2,0,5,5,1.225,1.84975,0,0,0,0,0,0,0,0,6,6,2.72,1.6072,2,9.105,22.89,13.785,10.176,1.071,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,119.325,107.325,12,1.505,2,3.725,0,False,0.678329,0.125643
WO3,300,2,0.790569,0.759147,0.750616,0.750049,0.750001,8,74,66,24.5,24.75,8,51,87,36,78,13.5,87,15.9994,183.84,167.841,57.9596,62.9402,15.9994,54.8,3695,3640.2,964.85,1365.08,54.8,6,16,10,13.5,3.75,16,2,6,4,3,1.5,2,66,162,96,90,36,66,2.36,3.44,1.08,3.17,0.405,3.44,2,2,0,2,0,2,0,4,4,3,1.5,4,0,4,4,1,1.5,0,0,14,14,3.5,5.25,0,6,20,14,9.5,5.25,6,0,0,0,0,0,0,0,2,2,1.5,0.75,2,0,6,6,1.5,2.25,0,0,0,0,0,0,0,2,6,4,3,1.5,2,9.105,16.05,6.945,10.8413,2.60438,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,66.25,81.375,12,2,3,1,3.5,True,0.252933,0.0474249
WO3,400,2,0.790569,0.759147,0.750616,0.750049,0.750001,8,74,66,24.5,24.75,8,51,87,36,78,13.5,87,15.9994,183.84,167.841,57.9596,62.9402,15.9994,54.8,3695,3640.2,964.85,1365.08,54.8,6,16,10,13.5,3.75,16,2,6,4,3,1.5,2,66,162,96,90,36,66,2.36,3.44,1.08,3.17,0.405,3.44,2,2,0,2,0,2,0,4,4,3,1.5,4,0,4,4,1,1.5,0,0,14,14,3.5,5.25,0,6,20,14,9.5,5.25,6,0,0,0,0,0,0,0,2,2,1.5,0.75,2,0,6,6,1.5,2.25,0,0,0,0,0,0,0,2,6,4,3,1.5,2,9.105,16.05,6.945,10.8413,2.60438,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,66.25,81.375,12,2,3,1,3.5,True,0.252933,0.0474249
WO3,700,2,0.790569,0.759147,0.750616,0.750049,0.750001,8,74,66,24.5,24.75,8,51,87,36,78,13.5,87,15.9994,183.84,167.841,57.9596,62.9402,15.9994,54.8,3695,3640.2,964.85,1365.08,54.8,6,16,10,13.5,3.75,16,2,6,4,3,1.5,2,66,162,96,90,36,66,2.36,3.44,1.08,3.17,0.405,3.44,2,2,0,2,0,2,0,4,4,3,1.5,4,0,4,4,1,1.5,0,0,14,14,3.5,5.25,0,6,20,14,9.5,5.25,6,0,0,0,0,0,0,0,2,2,1.5,0.75,2,0,6,6,1.5,2.25,0,0,0,0,0,0,0,2,6,4,3,1.5,2,9.105,16.05,6.945,10.8413,2.60438,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,66.25,81.375,12,2,3,1,3.5,True,0.252933,0.0474249
WO3,1000,2,0.790569,0.759147,0.750616,0.750049,0.750001,8,74,66,24.5,24.75,8,51,87,36,78,13.5,87,15.9994,183.84,167.841,57.9596,62.9402,15.9994,54.8,3695,3640.2,964.85,1365.08,54.8,6,16,10,13.5,3.75,16,2,6,4,3,1.5,2,66,162,96,90,36,66,2.36,3.44,1.08,3.17,0.405,3.44,2,2,0,2,0,2,0,4,4,3,1.5,4,0,4,4,1,1.5,0,0,14,14,3.5,5.25,0,6,20,14,9.5,5.25,6,0,0,0,0,0,0,0,2,2,1.5,0.75,2,0,6,6,1.5,2.25,0,0,0,0,0,0,0,2,6,4,3,1.5,2,9.105,16.05,6.945,10.8413,2.60438,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,66.25,81.375,12,2,3,1,3.5,True,0.252933,0.0474249
W0.99O2.97Co0.02O0.03,300,3,0.787829,0.756986,0.748714,0.748175,0.748131,8,74,66,24.389,24.5222,8,51,87,36,77.9676,13.5148,87,15.9994,183.84,167.841,57.6505,62.3208,15.9994,54.8,3695,3640.2,962.047,1357.48,54.8,6,16,10,13.4963,3.74625,16,2,6,4,2.99751,1.49253,2,66,162,96,90,35.9102,66,1.88,3.44,1.56,3.16559,0.410594,3.44,2,2,0,2,0,2,0,4,4,2.99252,1.50745,4,0,7,7,1.02244,1.52984,0,0,14,14,3.45636,5.20609,0,6,20,14,9.47132,5.1987,6,0,0,0,0,0,0,0,2,2,1.49626,0.753727,2,0,6,6,1.49626,2.23879,0,0,0,0,0,0,0,2,6,4,2.99252,1.48507,2,9.105,16.05,6.945,10.8253,2.57978,9.105,0,0,0,0,0,0,0,1.54847,1.54847,0.00772305,0.0153691,0,12,229,217,66.4813,81.5181,12,2,2.99252,1.02244,3.45636,True,0.455779,0.0484863
W0.99O2.97Co0.02O0.03,400,3,0.787829,0.756986,0.748714,0.748175,0.748131,8,74,66,24.389,24.5222,8,51,87,36,77.9676,13.5148,87,15.9994,183.84,167.841,57.6505,62.3208,15.9994,54.8,3695,3640.2,962.047,1357.48,54.8,6,16,10,13.4963,3.74625,16,2,6,4,2.99751,1.49253,2,66,162,96,90,35.9102,66,1.88,3.44,1.56,3.16559,0.410594,3.44,2,2,0,2,0,2,0,4,4,2.99252,1.50745,4,0,7,7,1.02244,1.52984,0,0,14,14,3.45636,5.20609,0,6,20,14,9.47132,5.1987,6,0,0,0,0,0,0,0,2,2,1.49626,0.753727,2,0,6,6,1.49626,2.23879,0,0,0,0,0,0,0,2,6,4,2.99252,1.48507,2,9.105,16.05,6.945,10.8253,2.57978,9.105,0,0,0,0,0,0,0,1.54847,1.54847,0.00772305,0.0153691,0,12,229,217,66.4813,81.5181,12,2,2.99252,1.02244,3.45636,True,0.455779,0.0484863
W0.99O2.97Co0.02O0.03,700,3,0.787829,0.756986,0.748714,0.748175,0.748131,8,74,66,24.389,24.5222,8,51,87,36,77.9676,13.5148,87,15.9994,183.84,167.841,57.6505,62.3208,15.9994,54.8,3695,3640.2,962.047,1357.48,54.8,6,16,10,13.4963,3.74625,16,2,6,4,2.99751,1.49253,2,66,162,96,90,35.9102,66,1.88,3.44,1.56,3.16559,0.410594,3.44,2,2,0,2,0,2,0,4,4,2.99252,1.50745,4,0,7,7,1.02244,1.52984,0,0,14,14,3.45636,5.20609,0,6,20,14,9.47132,5.1987,6,0,0,0,0,0,0,0,2,2,1.49626,0.753727,2,0,6,6,1.49626,2.23879,0,0,0,0,0,0,0,2,6,4,2.99252,1.48507,2,9.105,16.05,6.945,10.8253,2.57978,9.105,0,0,0,0,0,0,0,1.54847,1.54847,0.00772305,0.0153691,0,12,229,217,66.4813,81.5181,12,2,2.99252,1.02244,3.45636,True,0.455779,0.0484863
W0.99O2.97Co0.02O0.03,1000,3,0.787829,0.756986,0.748714,0.748175,0.748131,8,74,66,24.389,24.5222,8,51,87,36,77.9676,13.5148,87,15.9994,183.84,167.841,57.6505,62.3208,15.9994,54.8,3695,3640.2,962.047,1357.48,54.8,6,16,10,13.4963,3.74625,16,2,6,4,2.99751,1.49253,2,66,162,96,90,35.9102,66,1.88,3.44,1.56,3.16559,0.410594,3.44,2,2,0,2,0,2,0,4,4,2.99252,1.50745,4,0,7,7,1.02244,1.52984,0,0,14,14,3.45636,5.20609,0,6,20,14,9.47132,5.1987,6,0,0,0,0,0,0,0,2,2,1.49626,0.753727,2,0,6,6,1.49626,2.23879,0,0,0,0,0,0,0,2,6,4,2.99252,1.48507,2,9.105,16.05,6.945,10.8253,2.57978,9.105,0,0,0,0,0,0,0,1.54847,1.54847,0.00772305,0.0153691,0,12,229,217,66.4813,81.5181,12,2,2.99252,1.02244,3.45636,True,0.455779,0.0484863
W0.95O2.95Co0.1O0.15,300,3,0.781648,0.754095,0.747391,0.747015,0.746988,8,74,66,23.5663,23.2556,8,51,87,36,78.0602,13.3558,87,15.9994,183.84,167.841,55.4553,58.9462,15.9994,54.8,3695,3640.2,929.381,1306.6,54.8,6,16,10,13.5422,3.67194,16,2,6,4,2.96386,1.43998,2,66,162,96,89.4217,34.9914,66,1.88,3.44,1.56,3.15518,0.425513,3.44,2,2,0,2,0,2,0,4,4,2.98795,1.51198,4,0,7,7,1.08434,1.61997,0,0,14,14,3.20482,4.94237,0,6,20,14,9.27711,4.90928,6,0,0,0,0,0,0,0,2,2,1.49398,0.755988,2,0,6,6,1.44578,2.15997,0,0,0,0,0,0,0,2,6,4,2.93976,1.40398,2,9.105,16.05,6.945,10.7223,2.43919,9.105,0,0,0,0,0,0,0,1.54847,1.54847,0.0373126,0.0728269,0,12,229,217,66.0602,80.7647,12,2,2.98795,1.08434,3.20482,False,0.455779,0.0517634
W0.95O2.95Co0.1O0.15,400,3,0.781648,0.754095,0.747391,0.747015,0.746988,8,74,66,23.5663,23.2556,8,51,87,36,78.0602,13.3558,87,15.9994,183.84,167.841,55.4553,58.9462,15.9994,54.8,3695,3640.2,929.381,1306.6,54.8,6,16,10,13.5422,3.67194,16,2,6,4,2.96386,1.43998,2,66,162,96,89.4217,34.9914,66,1.88,3.44,1.56,3.15518,0.425513,3.44,2,2,0,2,0,2,0,4,4,2.98795,1.51198,4,0,7,7,1.08434,1.61997,0,0,14,14,3.20482,4.94237,0,6,20,14,9.27711,4.90928,6,0,0,0,0,0,0,0,2,2,1.49398,0.755988,2,0,6,6,1.44578,2.15997,0,0,0,0,0,0,0,2,6,4,2.93976,1.40398,2,9.105,16.05,6.945,10.7223,2.43919,9.105,0,0,0,0,0,0,0,1.54847,1.54847,0.0373126,0.0728269,0,12,229,217,66.0602,80.7647,12,2,2.98795,1.08434,3.20482,False,0.455779,0.0517634
W0.95O2.95Co0.1O0.15,700,3,0.781648,0.754095,0.747391,0.747015,0.746988,8,74,66,23.5663,23.2556,8,51,87,36,78.0602,13.3558,87,15.9994,183.84,167.841,55.4553,58.9462,15.9994,54.8,3695,3640.2,929.381,1306.6,54.8,6,16,10,13.5422,3.67194,16,2,6,4,2.96386,1.43998,2,66,162,96,89.4217,34.9914,66,1.88,3.44,1.56,3.15518,0.425513,3.44,2,2,0,2,0,2,0,4,4,2.98795,1.51198,4,0,7,7,1.08434,1.61997,0,0,14,14,3.20482,4.94237,0,6,20,14,9.27711,4.90928,6,0,0,0,0,0,0,0,2,2,1.49398,0.755988,2,0,6,6,1.44578,2.15997,0,0,0,0,0,0,0,2,6,4,2.93976,1.40398,2,9.105,16.05,6.945,10.7223,2.43919,9.105,0,0,0,0,0,0,0,1.54847,1.54847,0.0373126,0.0728269,0,12,229,217,66.0602,80.7647,12,2,2.98795,1.08434,3.20482,False,0.455779,0.0517634
W0.95O2.95Co0.1O0.15,1000,3,0.781648,0.754095,0.747391,0.747015,0.746988,8,74,66,23.5663,23.2556,8,51,87,36,78.0602,13.3558,87,15.9994,183.84,167.841,55.4553,58.9462,15.9994,54.8,3695,3640.2,929.381,1306.6,54.8,6,16,10,13.5422,3.67194,16,2,6,4,2.96386,1.43998,2,66,162,96,89.4217,34.9914,66,1.88,3.44,1.56,3.15518,0.425513,3.44,2,2,0,2,0,2,0,4,4,2.98795,1.51198,4,0,7,7,1.08434,1.61997,0,0,14,14,3.20482,4.94237,0,6,20,14,9.27711,4.90928,6,0,0,0,0,0,0,0,2,2,1.49398,0.755988,2,0,6,6,1.44578,2.15997,0,0,0,0,0,0,0,2,6,4,2.93976,1.40398,2,9.105,16.05,6.945,10.7223,2.43919,9.105,0,0,0,0,0,0,0,1.54847,1.54847,0.0373126,0.0728269,0,12,229,217,66.0602,80.7647,12,2,2.98795,1.08434,3.20482,False,0.455779,0.0517634
W0.9O2.7Co0.2O0.3,300,3,0.765481,0.738305,0.732063,0.73173,0.731708,8,74,66,23.4146,22.558,8,51,87,36,77.6829,13.6347,87,15.9994,183.84,167.841,54.9368,56.9815,15.9994,54.8,3695,3640.2,937.439,1291.67,54.8,6,16,10,13.4634,3.71208,16,2,6,4,2.97561,1.42772,2,66,162,96,90,35.122,66,1.88,3.44,1.56,3.12683,0.458299,3.44,2,2,0,2,0,2,0,4,4,2.92683,1.57049,4,0,7,7,1.21951,1.78465,0,0,14,14,3.07317,4.79714,0,6,20,14,9.21951,4.7329,6,0,0,0,0,0,0,0,2,2,1.46341,0.785247,2,0,6,6,1.46341,2.14158,0,0,0,0,0,0,0,2,6,4,2.92683,1.35634,2,9.105,16.05,6.945,10.6851,2.35531,9.105,0,0,0,0,0,0,0,1.54847,1.54847,0.0755352,0.143701,0,12,229,217,68.5122,82.7008,12,2,2.92683,1.21951,3.07317,True,0.455779,0.0574932
W0.9O2.7Co0.2O0.3,400,3,0.765481,0.738305,0.732063,0.73173,0.731708,8,74,66,23.4146,22.558,8,51,87,36,77.6829,13.6347,87,15.9994,183.84,167.841,54.9368,56.9815,15.9994,54.8,3695,3640.2,937.439,1291.67,54.8,6,16,10,13.4634,3.71208,16,2,6,4,2.97561,1.42772,2,66,162,96,90,35.122,66,1.88,3.44,1.56,3.12683,0.458299,3.44,2,2,0,2,0,2,0,4,4,2.92683,1.57049,4,0,7,7,1.21951,1.78465,0,0,14,14,3.07317,4.79714,0,6,20,14,9.21951,4.7329,6,0,0,0,0,0,0,0,2,2,1.46341,0.785247,2,0,6,6,1.46341,2.14158,0,0,0,0,0,0,0,2,6,4,2.92683,1.35634,2,9.105,16.05,6.945,10.6851,2.35531,9.105,0,0,0,0,0,0,0,1.54847,1.54847,0.0755352,0.143701,0,12,229,217,68.5122,82.7008,12,2,2.92683,1.21951,3.07317,True,0.455779,0.0574932
W0.9O2.7Co0.2O0.3,700,3,0.765481,0.738305,0.732063,0.73173,0.731708,8,74,66,23.4146,22.558,8,51,87,36,77.6829,13.6347,87,15.9994,183.84,167.841,54.9368,56.9815,15.9994,54.8,3695,3640.2,937.439,1291.67,54.8,6,16,10,13.4634,3.71208,16,2,6,4,2.97561,1.42772,2,66,162,96,90,35.122,66,1.88,3.44,1.56,3.12683,0.458299,3.44,2,2,0,2,0,2,0,4,4,2.92683,1.57049,4,0,7,7,1.21951,1.78465,0,0,14,14,3.07317,4.79714,0,6,20,14,9.21951,4.7329,6,0,0,0,0,0,0,0,2,2,1.46341,0.785247,2,0,6,6,1.46341,2.14158,0,0,0,0,0,0,0,2,6,4,2.92683,1.35634,2,9.105,16.05,6.945,10.6851,2.35531,9.105,0,0,0,0,0,0,0,1.54847,1.54847,0.0755352,0.143701,0,12,229,217,68.5122,82.7008,12,2,2.92683,1.21951,3.07317,True,0.455779,0.0574932
W0.9O2.7Co0.2O0.3,1000,3,0.765481,0.738305,0.732063,0.73173,0.731708,8,74,66,23.4146,22.558,8,51,87,36,77.6829,13.6347,87,15.9994,183.84,167.841,54.9368,56.9815,15.9994,54.8,3695,3640.2,937.439,1291.67,54.8,6,16,10,13.4634,3.71208,16,2,6,4,2.97561,1.42772,2,66,162,96,90,35.122,66,1.88,3.44,1.56,3.12683,0.458299,3.44,2,2,0,2,0,2,0,4,4,2.92683,1.57049,4,0,7,7,1.21951,1.78465,0,0,14,14,3.07317,4.79714,0,6,20,14,9.21951,4.7329,6,0,0,0,0,0,0,0,2,2,1.46341,0.785247,2,0,6,6,1.46341,2.14158,0,0,0,0,0,0,0,2,6,4,2.92683,1.35634,2,9.105,16.05,6.945,10.6851,2.35531,9.105,0,0,0,0,0,0,0,1.54847,1.54847,0.0755352,0.143701,0,12,229,217,68.5122,82.7008,12,2,2.92683,1.21951,3.07317,True,0.455779,0.0574932
CaMnO3,300,3,0.663325,0.614463,0.600984,0.600078,0.600002,8,25,17,13.8,6.96,8,7,87,80,64,27.6,87,15.9994,54.938,38.9386,28.6028,15.1241,15.9994,54.8,1519,1464.2,559.68,605.856,54.8,2,16,14,11.4,5.52,16,2,4,2,2.8,0.96,2,66,176,110,102.6,43.92,66,1,3.44,2.44,2.574,1.0392,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,5,5,1,1.6,0,0,0,0,0,0,0,2,7,5,5.4,1.36,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,5,5,1,1.6,0,0,0,0,0,0,0,0,5,5,2.2,1.12,2,9.105,37.77,28.665,15.1145,9.06219,9.105,0,0,0,0,0,0,0,0.000310121,0.000310121,6.20241e-05,9.92386e-05,0,12,225,213,95.6,100.32,12,2,2.4,1,0,True,0.774266,0.166696
CaMnO3,400,3,0.663325,0.614463,0.600984,0.600078,0.600002,8,25,17,13.8,6.96,8,7,87,80,64,27.6,87,15.9994,54.938,38.9386,28.6028,15.1241,15.9994,54.8,1519,1464.2,559.68,605.856,54.8,2,16,14,11.4,5.52,16,2,4,2,2.8,0.96,2,66,176,110,102.6,43.92,66,1,3.44,2.44,2.574,1.0392,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,5,5,1,1.6,0,0,0,0,0,0,0,2,7,5,5.4,1.36,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,5,5,1,1.6,0,0,0,0,0,0,0,0,5,5,2.2,1.12,2,9.105,37.77,28.665,15.1145,9.06219,9.105,0,0,0,0,0,0,0,0.000310121,0.000310121,6.20241e-05,9.92386e-05,0,12,225,213,95.6,100.32,12,2,2.4,1,0,True,0.774266,0.166696
CaMnO3,700,3,0.663325,0.614463,0.600984,0.600078,0.600002,8,25,17,13.8,6.96,8,7,87,80,64,27.6,87,15.9994,54.938,38.9386,28.6028,15.1241,15.9994,54.8,1519,1464.2,559.68,605.856,54.8,2,16,14,11.4,5.52,16,2,4,2,2.8,0.96,2,66,176,110,102.6,43.92,66,1,3.44,2.44,2.574,1.0392,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,5,5,1,1.6,0,0,0,0,0,0,0,2,7,5,5.4,1.36,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,5,5,1,1.6,0,0,0,0,0,0,0,0,5,5,2.2,1.12,2,9.105,37.77,28.665,15.1145,9.06219,9.105,0,0,0,0,0,0,0,0.000310121,0.000310121,6.20241e-05,9.92386e-05,0,12,225,213,95.6,100.32,12,2,2.4,1,0,True,0.774266,0.166696
CaMnO3,1000,3,0.663325,0.614463,0.600984,0.600078,0.600002,8,25,17,13.8,6.96,8,7,87,80,64,27.6,87,15.9994,54.938,38.9386,28.6028,15.1241,15.9994,54.8,1519,1464.2,559.68,605.856,54.8,2,16,14,11.4,5.52,16,2,4,2,2.8,0.96,2,66,176,110,102.6,43.92,66,1,3.44,2.44,2.574,1.0392,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,5,5,1,1.6,0,0,0,0,0,0,0,2,7,5,5.4,1.36,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,5,5,1,1.6,0,0,0,0,0,0,0,0,5,5,2.2,1.12,2,9.105,37.77,28.665,15.1145,9.06219,9.105,0,0,0,0,0,0,0,0.000310121,0.000310121,6.20241e-05,9.92386e-05,0,12,225,213,95.6,100.32,12,2,2.4,1,0,True,0.774266,0.166696
CaYb0.05Mn0.95O3,300,4,0.660454,0.613455,0.600873,0.600067,0.600002,8,70,62,14.25,7.5,8,7,87,80,63.87,27.756,87,15.9994,173.054,157.055,29.784,16.5415,15.9994,54.8,1519,1464.2,555.41,600.732,54.8,2,16,14,11.36,5.568,16,2,6,4,2.82,0.984,2,66,187,121,103.08,44.496,66,1,3.44,2.44,2.5711,1.04268,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,5,5,0.95,1.539,0,0,14,14,0.14,0.2772,0,2,16,14,5.49,1.396,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,5,5,0.95,1.539,0,0,0,0,0,0,0,0,5,5,2.15,1.083,2,9.105,37.77,28.665,15.3508,9.34305,9.105,0,0,0,0,0,0,0,0.000310121,0.000310121,5.89229e-05,9.54551e-05,0,12,225,213,95.68,100.416,12,2,2.4,0.95,0.14,False,0.774266,0.167579
CaYb0.05Mn0.95O3,400,4,0.660454,0.613455,0.600873,0.600067,0.600002,8,70,62,14.25,7.5,8,7,87,80,63.87,27.756,87,15.9994,173.054,157.055,29.784,16.5415,15.9994,54.8,1519,1464.2,555.41,600.732,54.8,2,16,14,11.36,5.568,16,2,6,4,2.82,0.984,2,66,187,121,103.08,44.496,66,1,3.44,2.44,2.5711,1.04268,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,5,5,0.95,1.539,0,0,14,14,0.14,0.2772,0,2,16,14,5.49,1.396,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,5,5,0.95,1.539,0,0,0,0,0,0,0,0,5,5,2.15,1.083,2,9.105,37.77,28.665,15.3508,9.34305,9.105,0,0,0,0,0,0,0,0.000310121,0.000310121,5.89229e-05,9.54551e-05,0,12,225,213,95.68,100.416,12,2,2.4,0.95,0.14,False,0.774266,0.167579
CaYb0.05Mn0.95O3,700,4,0.660454,0.613455,0.600873,0.600067,0.600002,8,70,62,14.25,7.5,8,7,87,80,63.87,27.756,87,15.9994,173.054,157.055,29.784,16.5415,15.9994,54.8,1519,1464.2,555.41,600.732,54.8,2,16,14,11.36,5.568,16,2,6,4,2.82,0.984,2,66,187,121,103.08,44.496,66,1,3.44,2.44,2.5711,1.04268,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,5,5,0.95,1.539,0,0,14,14,0.14,0.2772,0,2,16,14,5.49,1.396,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,5,5,0.95,1.539,0,0,0,0,0,0,0,0,5,5,2.15,1.083,2,9.105,37.77,28.665,15.3508,9.34305,9.105,0,0,0,0,0,0,0,0.000310121,0.000310121,5.89229e-05,9.54551e-05,0,12,225,213,95.68,100.416,12,2,2.4,0.95,0.14,False,0.774266,0.167579
CaYb0.05Mn0.95O3,1000,4,0.660454,0.613455,0.600873,0.600067,0.600002,8,70,62,14.25,7.5,8,7,87,80,63.87,27.756,87,15.9994,173.054,157.055,29.784,16.5415,15.9994,54.8,1519,1464.2,555.41,600.732,54.8,2,16,14,11.36,5.568,16,2,6,4,2.82,0.984,2,66,187,121,103.08,44.496,66,1,3.44,2.44,2.5711,1.04268,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,5,5,0.95,1.539,0,0,14,14,0.14,0.2772,0,2,16,14,5.49,1.396,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,5,5,0.95,1.539,0,0,0,0,0,0,0,0,5,5,2.15,1.083,2,9.105,37.77,28.665,15.3508,9.34305,9.105,0,0,0,0,0,0,0,0.000310121,0.000310121,5.89229e-05,9.54551e-05,0,12,225,213,95.68,100.416,12,2,2.4,0.95,0.14,False,0.774266,0.167579
