# Outliers,Original Index,Temperature (K),Electrical Resistivity (Ohm m),Seebeck Coefficient (V/K),Thermal Conductivity (W/(m K)),Figure of Merit,Thermopower (V/K),Thermal Conductivity x Figure of Merit (W/m K),Power Factor (W/(K^2 m)),Formula,Series,Series Index,Family,Electrical Conductivity (S/m),Preparative Route,Final Form,Authors,DOI,Comments,Cell Volume (A^3),Formula Units per Cell,Atoms per Formula Unit,Total Atoms Per Unit Cell,Average Atomic Volume,Author of Unit Cell,Unit Cell DOI,ICSD ID,Electronic over Total Thermal Conductivity,Space Group,Number of Symmetry Elements
outliers,orig_index,T,rho,seebeck,kappa,zT,seebeck_abs,kappa_zT,power_factor,formula,series,x,family,sigma,preparative_route,final_form,authors,doi,comments,cell_volume,formula_units_per_cell,atoms_per_formula_unit,total_atoms_per_unit_cell,average_atomic_volume,author_of_unit_cell,unit_cell_doi,icsd_id,kel/ktot,space_group,symmetry_elements
,879,300,0.000042,0.000219,5.09,0.067304238,0.000219,0.3425785714,0.001141928571,Tl2SnTe5,TST,,Tl2SnTe5,,melted,polycrystalline,Sharp1999APL,http://dx.doi.org/10.1063/1.124182,,1045.95,4,8,32,32.6859375,Agafonov,http://dx.doi.org/10.1107/S0108270190011362,73666,0.03424080831,140,32
,880,300,0.0002314,0.000285,9.07,0.0116102169,0.000285,0.1053046672,0.0003510155575,Tl2GeTe5,TGT,,Tl2GeTe5,,melted,polycrystalline,Sharp1999APL,http://dx.doi.org/10.1063/1.124182,,2027.01,8,8,64,31.67203125,Toure,http://dx.doi.org/10.1016/0022-4596(90)90323-P,68855,0.003487710585,65,16
,881,300,0.0000433,0.000163,6.75,0.02727123428,0.000163,0.1840808314,0.0006136027714,Tl2SnTe5,hotpressed TST,,Tl2SnTe5,,"melted, hotpressed",polycrystalline,Sharp1999APL,http://dx.doi.org/10.1063/1.124182,,1045.95,4,8,32,32.6859375,Agafonov,http://dx.doi.org/10.1107/S0108270190011362,73666,0.02504490634,140,32
,882,300,0.0000321,0.000145,,,0.000145,0.1964953271,0.0006549844237,Tl2SnTe5,single Xtal TST,,Tl2SnTe5,,flux (TlTe2),single crystal,Sharp1999APL,http://dx.doi.org/10.1063/1.124182,,1045.95,4,8,32,32.6859375,Agafonov,http://dx.doi.org/10.1107/S0108270190011362,73666,,140,32
,883,300,0.000129,-0.00032,0.81,0.2939994258,0.00032,0.2381395349,0.0007937984496,Sr0.145Ga0.302Ge0.553,Sr8Ga16Ge30,,Sr8Ga16Ge30,,solid state reaction,polycrystalline,Nolas1998APL,http://dx.doi.org/10.1063/1.121747,,1233.18,1,48,48,25.69125,Chakoumakos,http://dx.doi.org/10.1016/S0925-8388(99)00531-9,90177,0.07005455067,223,48
,884,300,0.0000262,-0.000154,1.216,0.2233201085,0.000154,0.2715572519,0.0009051908397,Sr0.147Ga0.298Ge0.555,Sr8Ga16Ge30,,Sr8Ga16Ge30,,solid state reaction,polycrystalline,Nolas1998APL,http://dx.doi.org/10.1063/1.121747,,1233.18,1,48,48,25.69125,Chakoumakos,http://dx.doi.org/10.1016/S0925-8388(99)00531-9,90177,0.2297609482,223,48
,885,300,0.0000194,-0.000128,1.06,0.239019646,0.000128,0.2533608247,0.0008445360825,Sr0.146Ga0.285Ge0.569,Sr8Ga16Ge30,,Sr8Ga16Ge30,,solid state reaction,polycrystalline,Nolas1998APL,http://dx.doi.org/10.1063/1.121747,,1233.18,1,48,48,25.69125,Chakoumakos,http://dx.doi.org/10.1016/S0925-8388(99)00531-9,90177,0.3559618751,223,48
,886,300,0.00002817,0.000149,2,0.1182161874,0.000149,0.2364323749,0.0007881079162,Ba8Ga16Ge30,Ba8GaxGe46-x,,Ba8GaxGe46-x,,arc melting,polycrystalline,Anno2002ICT,http://dx.doi.org/10.1109/ICT.2002.1190269,,1254.12,1,54,54,23.22444444,Paschen,http://dx.doi.org/10.1103/PhysRevB.64.214404,94298,0.1299254526,223,48
,887,400,0.00003049,0.000185,2,0.224499836,0.000185,0.448999672,0.00112249918,Ba8Ga16Ge30,Ba8GaxGe46-x,,Ba8GaxGe46-x,,arc melting,polycrystalline,Anno2002ICT,http://dx.doi.org/10.1109/ICT.2002.1190269,,1254.12,1,54,54,23.22444444,Paschen,http://dx.doi.org/10.1103/PhysRevB.64.214404,94298,0.1600524762,223,48
,888,700,0.0000463,0.000288,2,0.6270064795,0.000288,1.254012959,0.001791447084,Ba8Ga16Ge30,Ba8GaxGe46-x,,Ba8GaxGe46-x,,arc melting,polycrystalline,Anno2002ICT,http://dx.doi.org/10.1109/ICT.2002.1190269,,1254.12,1,54,54,23.22444444,Paschen,http://dx.doi.org/10.1103/PhysRevB.64.214404,94298,0.1844492441,223,48
,889,1000,0.0000625,0.000289,2,0.668168,0.000289,1.336336,0.001336336,Ba8Ga16Ge30,Ba8GaxGe46-x,,Ba8GaxGe46-x,,arc melting,polycrystalline,Anno2002ICT,http://dx.doi.org/10.1109/ICT.2002.1190269,,1254.12,1,54,54,23.22444444,Paschen,http://dx.doi.org/10.1103/PhysRevB.64.214404,94298,0.1952,223,48
,890,300,0.00007764,-0.0000789,1.5,0.01603608964,0.0000789,0.02405413447,0.00008018044822,Ba8Ga18Ge28,Ba8GaxGe46-x,,Ba8GaxGe46-x,,arc melting,polycrystalline,Anno2002ICT,http://dx.doi.org/10.1109/ICT.2002.1190269,,1254.12,1,54,54,23.22444444,Paschen,http://dx.doi.org/10.1103/PhysRevB.64.214404,94298,0.06285419887,223,48
,891,400,0.00007143,-0.0001129,1.4,0.05098462031,0.0001129,0.07137846843,0.0001784461711,Ba8Ga18Ge28,Ba8GaxGe46-x,,Ba8GaxGe46-x,,arc melting,polycrystalline,Anno2002ICT,http://dx.doi.org/10.1109/ICT.2002.1190269,,1254.12,1,54,54,23.22444444,Paschen,http://dx.doi.org/10.1103/PhysRevB.64.214404,94298,0.09759804804,223,48
,892,700,0.00007418,-0.000219,1.1,0.4114402314,0.000219,0.4525842545,0.000646548935,Ba8Ga18Ge28,Ba8GaxGe46-x,,Ba8GaxGe46-x,,arc melting,polycrystalline,Anno2002ICT,http://dx.doi.org/10.1109/ICT.2002.1190269,,1254.12,1,54,54,23.22444444,Paschen,http://dx.doi.org/10.1103/PhysRevB.64.214404,94298,0.2093188559,223,48
,893,1000,0.0000735,-0.000266,1,0.9626666667,0.000266,0.9626666667,0.0009626666667,Ba8Ga18Ge28,Ba8GaxGe46-x,,Ba8GaxGe46-x,,arc melting,polycrystalline,Anno2002ICT,http://dx.doi.org/10.1109/ICT.2002.1190269,,1254.12,1,54,54,23.22444444,Paschen,http://dx.doi.org/10.1103/PhysRevB.64.214404,94298,0.3319727891,223,48
,894,300,0.000111,-0.0001886,,,0.0001886,0.09613502703,0.0003204500901,Ba8Ga16Sn30,Ba8Ga16Sn30,,Ba8GaxSn46-x,,"melted, Ar",polycrystalline,Kuznetsov1999ICT,http://dx.doi.org/10.1109/ICT.1999.843362,,1595.46,1,54,54,29.54555556,Suekuni,http://dx.doi.org/10.1103/PhysRevB.77.235119,161949,,223,48
,895,400,0.000115,-0.000233,,,0.000233,0.1888313043,0.0004720782609,Ba8Ga16Sn30,Ba8Ga16Sn30,,Ba8GaxSn46-x,,"melted, Ar",polycrystalline,Kuznetsov1999ICT,http://dx.doi.org/10.1109/ICT.1999.843362,,1595.46,1,54,54,29.54555556,Suekuni,http://dx.doi.org/10.1103/PhysRevB.77.235119,161949,,223,48
,896,700,0.0000694,-0.000138,,,0.000138,0.1920864553,0.0002744092219,Ba8Ga16Sn30,Ba8Ga16Sn30,,Ba8GaxSn46-x,,"melted, Ar",polycrystalline,Kuznetsov1999ICT,http://dx.doi.org/10.1109/ICT.1999.843362,,1595.46,1,54,54,29.54555556,Suekuni,http://dx.doi.org/10.1103/PhysRevB.77.235119,161949,,223,48
,897,300,0.00000786,-0.0000719,,,0.0000719,0.1973133588,0.0006577111959,Sr8Ga16Ge30,Sr8Ga16Ge30,,Sr8GaxGe46-x,,"melted, Ar",polycrystalline,Kuznetsov1999ICT,http://dx.doi.org/10.1109/ICT.1999.843362,,1233.18,1,54,54,22.83666667,Chakoumakos,http://dx.doi.org/10.1016/S0925-8388(99)00531-9,90177,,223,48
,898,400,0.00000914,-0.0000949,,,0.0000949,0.394136105,0.0009853402626,Sr8Ga16Ge30,Sr8Ga16Ge30,,Sr8GaxGe46-x,,"melted, Ar",polycrystalline,Kuznetsov1999ICT,http://dx.doi.org/10.1109/ICT.1999.843362,,1233.18,1,54,54,22.83666667,Chakoumakos,http://dx.doi.org/10.1016/S0925-8388(99)00531-9,90177,,223,48
,899,700,0.0000141,-0.000139,,,0.000139,0.9591985816,0.001370283688,Sr8Ga16Ge30,Sr8Ga16Ge30,,Sr8GaxGe46-x,,"melted, Ar",polycrystalline,Kuznetsov1999ICT,http://dx.doi.org/10.1109/ICT.1999.843362,,1233.18,1,54,54,22.83666667,Chakoumakos,http://dx.doi.org/10.1016/S0925-8388(99)00531-9,90177,,223,48
,900,300,0.00000669,-0.000062,,,0.000062,0.1723766816,0.0005745889387,Ba8Ga16Ge30,Ba8Ga16Ge30,,Ba8GaxGe46-x,,"melted, Ar",polycrystalline,Kuznetsov1999ICT,http://dx.doi.org/10.1109/ICT.1999.843362,,1254.12,1,54,54,23.22444444,Paschen,http://dx.doi.org/10.1103/PhysRevB.64.214404,94298,,223,48
,901,400,0.0000084,-0.0001008,,,0.0001008,0.48384,0.0012096,Ba8Ga16Ge30,Ba8Ga16Ge30,,Ba8GaxGe46-x,,"melted, Ar",polycrystalline,Kuznetsov1999ICT,http://dx.doi.org/10.1109/ICT.1999.843362,,1254.12,1,54,54,23.22444444,Paschen,http://dx.doi.org/10.1103/PhysRevB.64.214404,94298,,223,48
,902,700,0.0000141,-0.000186,,,0.000186,1.717531915,0.002453617021,Ba8Ga16Ge30,Ba8Ga16Ge30,,Ba8GaxGe46-x,,"melted, Ar",polycrystalline,Kuznetsov1999ICT,http://dx.doi.org/10.1109/ICT.1999.843362,,1254.12,1,54,54,23.22444444,Paschen,http://dx.doi.org/10.1103/PhysRevB.64.214404,94298,,223,48
,903,300,0.0000122,-0.0000493,,,0.0000493,0.05976614754,0.0001992204918,Ba8Ga16Si30,Ba8Ga16Si30,,Ba8GaxSi46-x,,"melted, Ar",polycrystalline,Kuznetsov1999ICT,http://dx.doi.org/10.1109/ICT.1999.843362,,1254.12,1,54,54,23.22444444,Paschen,http://dx.doi.org/10.1103/PhysRevB.64.214404,94298,,223,48
,904,400,0.0000133,-0.0000628,,,0.0000628,0.1186117293,0.0002965293233,Ba8Ga16Si30,Ba8Ga16Si30,,Ba8GaxSi46-x,,"melted, Ar",polycrystalline,Kuznetsov1999ICT,http://dx.doi.org/10.1109/ICT.1999.843362,,1254.12,1,54,54,23.22444444,Paschen,http://dx.doi.org/10.1103/PhysRevB.64.214404,94298,,223,48
,905,700,0.0000187,-0.000111,,,0.000111,0.4612139037,0.0006588770053,Ba8Ga16Si30,Ba8Ga16Si30,,Ba8GaxSi46-x,,"melted, Ar",polycrystalline,Kuznetsov1999ICT,http://dx.doi.org/10.1109/ICT.1999.843362,,1254.12,1,54,54,23.22444444,Paschen,http://dx.doi.org/10.1103/PhysRevB.64.214404,94298,,223,48
,906,300,0.00001623,-0.000089,4.5,0.03253645512,0.000089,0.1464140481,0.0004880468269,Mg2Si,Mg2-xCaxSi,0,Mg2Si,,"melted, Ar",polycrystalline,Zhang2008JAC,http://dx.doi.org/10.1016/j.jallcom.2007.09.101,,258.55,4,3,12,21.54583333,Saravanan,http://dx.doi.org/10.1016/j.jallcom.2008.12.117,163708,0.1002259191,225,192
,907,400,0.00001976,-0.000189,4,0.1807742915,0.000189,0.723097166,0.001807742915,Mg2Si,Mg2-xCaxSi,0,Mg2Si,,"melted, Ar",polycrystalline,Zhang2008JAC,http://dx.doi.org/10.1016/j.jallcom.2007.09.101,,258.55,4,3,12,21.54583333,Saravanan,http://dx.doi.org/10.1016/j.jallcom.2008.12.117,163708,0.1234817814,225,192
,908,700,0.00003802,-0.000267,3.25,0.4038546514,0.000267,1.312527617,0.001875039453,Mg2Si,Mg2-xCaxSi,0,Mg2Si,,"melted, Ar",polycrystalline,Zhang2008JAC,http://dx.doi.org/10.1016/j.jallcom.2007.09.101,,258.55,4,3,12,21.54583333,Saravanan,http://dx.doi.org/10.1016/j.jallcom.2008.12.117,163708,0.1382268442,225,192
,909,300,0.00001037,-0.0000748,5.6,0.02890398126,0.0000748,0.1618622951,0.0005395409836,Mg1.95Ca0.05Si,Mg2-xCaxSi,0.05,Mg2Si,,"melted, Ar",polycrystalline,Zhang2008JAC,http://dx.doi.org/10.1016/j.jallcom.2007.09.101,,258.55,4,3,12,21.54583333,Saravanan,http://dx.doi.org/10.1016/j.jallcom.2008.12.117,163708,0.1260504202,225,192
,910,400,0.0000115,-0.0000948,4.9,0.06379442768,0.0000948,0.3125926957,0.0007814817391,Mg1.95Ca0.05Si,Mg2-xCaxSi,0.05,Mg2Si,,"melted, Ar",polycrystalline,Zhang2008JAC,http://dx.doi.org/10.1016/j.jallcom.2007.09.101,,258.55,4,3,12,21.54583333,Saravanan,http://dx.doi.org/10.1016/j.jallcom.2008.12.117,163708,0.1732031943,225,192
,911,700,0.00002554,-0.000153,3.8,0.1688404154,0.000153,0.6415935787,0.0009165622553,Mg1.95Ca0.05Si,Mg2-xCaxSi,0.05,Mg2Si,,"melted, Ar",polycrystalline,Zhang2008JAC,http://dx.doi.org/10.1016/j.jallcom.2007.09.101,,258.55,4,3,12,21.54583333,Saravanan,http://dx.doi.org/10.1016/j.jallcom.2008.12.117,163708,0.1759881301,225,192
,912,300,0.00002117,-0.000061,5.2,0.01014043821,0.000061,0.0527302787,0.0001757675957,Mg1.9Ca0.1Si,Mg2-xCaxSi,0.1,Mg2Si,,"melted, Ar",polycrystalline,Zhang2008JAC,http://dx.doi.org/10.1016/j.jallcom.2007.09.101,,258.55,4,3,12,21.54583333,Saravanan,http://dx.doi.org/10.1016/j.jallcom.2008.12.117,163708,0.06649467679,225,192
,913,400,0.00002141,-0.000074,4.7,0.02176751766,0.000074,0.102307333,0.0002557683326,Mg1.9Ca0.1Si,Mg2-xCaxSi,0.1,Mg2Si,,"melted, Ar",polycrystalline,Zhang2008JAC,http://dx.doi.org/10.1016/j.jallcom.2007.09.101,,258.55,4,3,12,21.54583333,Saravanan,http://dx.doi.org/10.1016/j.jallcom.2008.12.117,163708,0.09699186103,225,192
,914,700,0.00002751,-0.00013,3.8,0.1131645909,0.00013,0.4300254453,0.0006143220647,Mg1.9Ca0.1Si,Mg2-xCaxSi,0.1,Mg2Si,,"melted, Ar",polycrystalline,Zhang2008JAC,http://dx.doi.org/10.1016/j.jallcom.2007.09.101,,258.55,4,3,12,21.54583333,Saravanan,http://dx.doi.org/10.1016/j.jallcom.2008.12.117,163708,0.1633855631,225,192
,915,300,0.00001218,-0.000178,7.25,0.107640564,0.000178,0.7803940887,0.002601313629,Mg2Si,Mg2Si,,Mg2Si,,"Bridgman method, Ar-H gas",polycrystalline,Akasaka2007JCG,http://dx.doi.org/10.1016/j.jcrysgro.2006.10.270,,258.55,4,3,12,21.54583333,Saravanan,http://dx.doi.org/10.1016/j.jallcom.2008.12.117,163708,0.08289451333,225,192
,916,400,0.0000173,-0.000205,6.15,0.1579961464,0.000205,0.9716763006,0.002429190751,Mg2Si,Mg2Si,,Mg2Si,,"Bridgman method, Ar-H gas",polycrystalline,Akasaka2007JCG,http://dx.doi.org/10.1016/j.jcrysgro.2006.10.270,,258.55,4,3,12,21.54583333,Saravanan,http://dx.doi.org/10.1016/j.jallcom.2008.12.117,163708,0.0917336341,225,192
,917,700,0.00004125,-0.0002826,3.05,0.444343225,0.0002826,1.355246836,0.001936066909,Mg2Si,Mg2Si,,Mg2Si,,"Bridgman method, Ar-H gas",polycrystalline,Akasaka2007JCG,http://dx.doi.org/10.1016/j.jcrysgro.2006.10.270,,258.55,4,3,12,21.54583333,Saravanan,http://dx.doi.org/10.1016/j.jallcom.2008.12.117,163708,0.1357575758,225,192
,918,300,0.00001,0.00009,0.97,0.2505154639,0.00009,0.243,0.00081,Cu2Se,Cu2-xSe,,Cu2Se,,"melted, vacuum",polycrystalline,Liu2012NM,http://dx.doi.org/10.1038/nmat3273,,184.61,4,3,12,15.38416667,Yamamoto,http://dx.doi.org/10.1016/0022-4596(91)90289-T,41140,0.7546391753,225,192
,919,400,0.0000161,0.000107,1.04,0.2735069279,0.000107,0.284447205,0.0007111180124,Cu2Se,Cu2-xSe,,Cu2Se,,"melted, vacuum",polycrystalline,Liu2012NM,http://dx.doi.org/10.1038/nmat3274,,184.61,4,3,12,15.38416667,Yamamoto,http://dx.doi.org/10.1016/0022-4596(91)90289-T,41140,0.5828953655,225,192
,920,700,0.000042,0.000201,0.915,0.7359016393,0.000201,0.67335,0.0009619285714,Cu2Se,Cu2-xSe,,Cu2Se,,"melted, vacuum",polycrystalline,Liu2012NM,http://dx.doi.org/10.1038/nmat3275,,184.61,4,3,12,15.38416667,Yamamoto,http://dx.doi.org/10.1016/0022-4596(91)90289-T,41140,0.4444444444,225,192
,921,1000,0.000078,0.000297,0.745,1.517965927,0.000297,1.130884615,0.001130884615,Cu2Se,Cu2-xSe,,Cu2Se,,"melted, vacuum",polycrystalline,Liu2012NM,http://dx.doi.org/10.1038/nmat3276,,184.61,4,3,12,15.38416667,Yamamoto,http://dx.doi.org/10.1016/0022-4596(91)90289-T,41140,0.4198933058,225,192
,922,300,0.00000605,0.0000624,1.25,0.1544632066,0.0000624,0.1930790083,0.0006435966942,Cu1.98Se,Cu2-xSe,,Cu2Se,,"melted, vacuum",polycrystalline,Liu2012NM,http://dx.doi.org/10.1038/nmat3277,,184.61,4,3,12,15.38416667,Yamamoto,http://dx.doi.org/10.1016/0022-4596(91)90289-T,41140,0.9679338843,225,192
,923,400,0.00000719,0.0000642,1.73,0.1325424683,0.0000642,0.2292984701,0.0005732461752,Cu1.98Se,Cu2-xSe,,Cu2Se,,"melted, vacuum",polycrystalline,Liu2012NM,http://dx.doi.org/10.1038/nmat3278,,184.61,4,3,12,15.38416667,Yamamoto,http://dx.doi.org/10.1016/0022-4596(91)90289-T,41140,0.7846479134,225,192
,924,700,0.0000151,0.000129,1.45,0.5320255766,0.000129,0.7714370861,0.00110205298,Cu1.98Se,Cu2-xSe,,Cu2Se,,"melted, vacuum",polycrystalline,Liu2012NM,http://dx.doi.org/10.1038/nmat3279,,184.61,4,3,12,15.38416667,Yamamoto,http://dx.doi.org/10.1016/0022-4596(91)90289-T,41140,0.7800867778,225,192
,925,1000,0.0000325,0.0002015,1.015,1.230837438,0.0002015,1.2493,0.0012493,Cu1.98Se,Cu2-xSe,,Cu2Se,,"melted, vacuum",polycrystalline,Liu2012NM,http://dx.doi.org/10.1038/nmat3280,,184.61,4,3,12,15.38416667,Yamamoto,http://dx.doi.org/10.1016/0022-4596(91)90289-T,41140,0.739674119,225,192
,926,300,0.00001971,0.0001255,3.51,0.0682990976,0.0001255,0.2397298326,0.0007990994419,Ca3Co4O9,Ca3Co4O9,,Ca3Co4O9,,"flux (SrCl2), air",single crystal,Shikano2003APL,http://link.aip.org/link/doi/10.1063/1.1562337,,147.11,2,6.77,13.54,10.8648449,Nakatsugawa,http://dx.doi.org/10.1143/JJAP.46.3004,160556,0.1058077162,12,8
,927,400,0.00002172,0.000152,3.444,0.123544724,0.000152,0.4254880295,0.001063720074,Ca3Co4O9,Ca3Co4O9,,Ca3Co4O9,,"flux (SrCl2), air",single crystal,Shikano2003APL,http://link.aip.org/link/doi/10.1063/1.1562337,,147.11,2,6.77,13.54,10.8648449,Nakatsugawa,http://dx.doi.org/10.1143/JJAP.46.3004,160556,0.1304748643,12,8
,928,700,0.00002313,0.000197,3.15,0.3728587212,0.000197,1.174504972,0.001677864246,Ca3Co4O9,Ca3Co4O9,,Ca3Co4O9,,"flux (SrCl2), air",single crystal,Shikano2003APL,http://link.aip.org/link/doi/10.1063/1.1562337,,147.11,2,6.77,13.54,10.8648449,Nakatsugawa,http://dx.doi.org/10.1143/JJAP.46.3004,160556,0.2344237882,12,8
,929,1000,0.00002271,0.000245,2.837,0.9316562434,0.000245,2.643108763,0.002643108763,Ca3Co4O9,Ca3Co4O9,,Ca3Co4O9,,"flux (SrCl2), air",single crystal,Shikano2003APL,http://link.aip.org/link/doi/10.1063/1.1562337,,147.11,2,6.77,13.54,10.8648449,Nakatsugawa,http://dx.doi.org/10.1143/JJAP.46.3004,160556,0.3787157408,12,8
,930,300,0.0001067,0.000117,2,0.01924414246,0.000117,0.03848828491,0.000128294283,Ca3Co4O9,Ca3Co4O9,0,Ca3Co4O9,,"solid state reaction, air",polycrystalline,Xu2002APL,http://dx.doi.org/10.1063/1.1480115,,147.11,2,6.77,13.54,10.8648449,Nakatsugawa,http://dx.doi.org/10.1143/JJAP.46.3004,160556,0.03430178069,12,8
,931,400,0.0001122,0.000121,1.9,0.02747162023,0.000121,0.05219607843,0.0001304901961,Ca3Co4O9,Ca3Co4O9,0,Ca3Co4O9,,"solid state reaction, air",polycrystalline,Xu2002APL,http://dx.doi.org/10.1063/1.1480115,,147.11,2,6.77,13.54,10.8648449,Nakatsugawa,http://dx.doi.org/10.1143/JJAP.46.3004,160556,0.04578290646,12,8
,932,700,0.00009901,0.000147,1.8,0.08487526512,0.000147,0.1527754772,0.0002182506817,Ca3Co4O9,Ca3Co4O9,0,Ca3Co4O9,,"solid state reaction, air",polycrystalline,Xu2002APL,http://dx.doi.org/10.1063/1.1480115,,147.11,2,6.77,13.54,10.8648449,Nakatsugawa,http://dx.doi.org/10.1143/JJAP.46.3004,160556,0.09583768194,12,8
,933,1000,0.00008968,0.000177,1.75,0.1996240602,0.000177,0.3493421053,0.0003493421053,Ca3Co4O9,Ca3Co4O9,0,Ca3Co4O9,,"solid state reaction, air",polycrystalline,Xu2002APL,http://dx.doi.org/10.1063/1.1480115,,147.11,2,6.77,13.54,10.8648449,Nakatsugawa,http://dx.doi.org/10.1143/JJAP.46.3004,160556,0.1554734293,12,8
,934,300,0.0000813,0.000117,2,0.02525645756,0.000117,0.05051291513,0.0001683763838,Ca2.7Na0.3Co4O9,Ca3-xMxCo4O9,0.3,Ca3Co4O9,,"solid state reaction, air",polycrystalline,Xu2002APL,http://dx.doi.org/10.1063/1.1480115,,147.11,2,6.77,13.54,10.8648449,Nakatsugawa,http://dx.doi.org/10.1143/JJAP.46.3004,160556,0.04501845018,12,8
,935,400,0.00005294,0.0001256,1.9,0.06273381982,0.0001256,0.1191942577,0.0002979856441,Ca2.7Na0.3Co4O9,Ca3-xMxCo4O9,0.3,Ca3Co4O9,,"solid state reaction, air",polycrystalline,Xu2002APL,http://dx.doi.org/10.1063/1.1480115,,147.11,2,6.77,13.54,10.8648449,Nakatsugawa,http://dx.doi.org/10.1143/JJAP.46.3004,160556,0.09703139602,12,8
,936,700,0.00008006,0.0001536,2,0.1031418436,0.0001536,0.2062836872,0.0002946909818,Ca2.7Na0.3Co4O9,Ca3-xMxCo4O9,0.3,Ca3Co4O9,,"solid state reaction, air",polycrystalline,Xu2002APL,http://dx.doi.org/10.1063/1.1480115,,147.11,2,6.77,13.54,10.8648449,Nakatsugawa,http://dx.doi.org/10.1143/JJAP.46.3004,160556,0.1066699975,12,8
,937,1000,0.00007283,0.000184,2.05,0.2267626246,0.000184,0.4648633805,0.0004648633805,Ca2.7Na0.3Co4O9,Ca3-xMxCo4O9,0.3,Ca3Co4O9,,"solid state reaction, air",polycrystalline,Xu2002APL,http://dx.doi.org/10.1063/1.1480115,,147.11,2,6.77,13.54,10.8648449,Nakatsugawa,http://dx.doi.org/10.1143/JJAP.46.3004,160556,0.163427695,12,8
,938,300,0.0001035,0.0001354,2,0.0265697971,0.0001354,0.0531395942,0.0001771319807,Ca2.7Bi0.3Co4O9,Ca3-xMxCo4O9,0.3,Ca3Co4O9,,"solid state reaction, air",polycrystalline,Xu2002APL,http://dx.doi.org/10.1063/1.1480115,,147.11,2,6.77,13.54,10.8648449,Nakatsugawa,http://dx.doi.org/10.1143/JJAP.46.3004,160556,0.03536231884,12,8
,939,400,0.00010156,0.0001408,1.9,0.04109500218,0.0001408,0.07808050414,0.0001952012603,Ca2.7Bi0.3Co4O9,Ca3-xMxCo4O9,0.3,Ca3Co4O9,,"solid state reaction, air",polycrystalline,Xu2002APL,http://dx.doi.org/10.1063/1.1480115,,147.11,2,6.77,13.54,10.8648449,Nakatsugawa,http://dx.doi.org/10.1143/JJAP.46.3004,160556,0.05057938268,12,8
,940,700,0.00009095,0.000169,2,0.1099103903,0.000169,0.2198207806,0.0003140296866,Ca2.7Bi0.3Co4O9,Ca3-xMxCo4O9,0.3,Ca3Co4O9,,"solid state reaction, air",polycrystalline,Xu2002APL,http://dx.doi.org/10.1063/1.1480115,,147.11,2,6.77,13.54,10.8648449,Nakatsugawa,http://dx.doi.org/10.1143/JJAP.46.3004,160556,0.09389774601,12,8
,941,1000,0.00007831,0.0001968,2.05,0.2412565445,0.0001968,0.4945759162,0.0004945759162,Ca2.7Bi0.3Co4O9,Ca3-xMxCo4O9,0.3,Ca3Co4O9,,"solid state reaction, air",polycrystalline,Xu2002APL,http://dx.doi.org/10.1063/1.1480115,,147.11,2,6.77,13.54,10.8648449,Nakatsugawa,http://dx.doi.org/10.1143/JJAP.46.3004,160556,0.1519913041,12,8
,942,300,0.00009357,0.000132,2,0.0279320295,0.000132,0.05586405899,0.00018621353,Ca2.4Na0.3Bi0.3Co4O9,Ca3-xMxCo4O9,0.6,Ca3Co4O9,,"solid state reaction, air",polycrystalline,Xu2002APL,http://dx.doi.org/10.1063/1.1480115,,147.11,2,6.77,13.54,10.8648449,Nakatsugawa,http://dx.doi.org/10.1143/JJAP.46.3004,160556,0.03911510099,12,8
,943,400,0.00009225,0.0001446,1.9,0.04771738126,0.0001446,0.09066302439,0.000226657561,Ca2.4Na0.3Bi0.3Co4O9,Ca3-xMxCo4O9,0.6,Ca3Co4O9,,"solid state reaction, air",polycrystalline,Xu2002APL,http://dx.doi.org/10.1063/1.1480115,,147.11,2,6.77,13.54,10.8648449,Nakatsugawa,http://dx.doi.org/10.1143/JJAP.46.3004,160556,0.05568392526,12,8
,944,700,0.00008503,0.000173,1.8,0.1368817542,0.000173,0.2463871575,0.0003519816535,Ca2.4Na0.3Bi0.3Co4O9,Ca3-xMxCo4O9,0.6,Ca3Co4O9,,"solid state reaction, air",polycrystalline,Xu2002APL,http://dx.doi.org/10.1063/1.1480115,,147.11,2,6.77,13.54,10.8648449,Nakatsugawa,http://dx.doi.org/10.1143/JJAP.46.3004,160556,0.1115946006,12,8
,945,1000,0.00007622,0.000205,1.75,0.3150654122,0.000205,0.5513644713,0.0005513644713,Ca2.4Na0.3Bi0.3Co4O9,Ca3-xMxCo4O9,0.6,Ca3Co4O9,,"solid state reaction, air",polycrystalline,Xu2002APL,http://dx.doi.org/10.1063/1.1480115,,147.11,2,6.77,13.54,10.8648449,Nakatsugawa,http://dx.doi.org/10.1143/JJAP.46.3004,160556,0.182929115,12,8
,946,300,0.00000878,-0.0000925,7,0.04176496909,0.0000925,0.2923547836,0.0009745159453,Sr0.9Y0.1TiO3,Sr1-xMxTiO3,0.1,SrTiO3,,"solid state reaction, air",polycrystalline,Obara2004JJAPP2,http://jjap.jsap.jp/link?JJAP/43/L540/,,59.36,1,5,5,11.872,Ma Qian,http://dx.doi.org/10.1016/j.ssi.2010.03.027,181231,0.1191018549,221,48
